mun,ano,rf_veiculo,rf,homicidio_doloso,lcd,estupro,id_municipio,pop,gm,gm_ano,tx_rf_veiculo,tx_rf,tx_homicidio_doloso,tx_lcd,tx_estupro,pre_treated,treat
São Lourenço da Serra,2016,21,207,2,34,5,3549953,15323,0,NA,137.04888076747375,1350.9103961365267,13.05227435880702,221.8886640997194,32.63068589701756,0,0
São Luís do Paraitinga,2016,1,148,0,27,3,3550001,10735,0,NA,9.315323707498836,1378.6679087098275,0,251.51374010246855,27.945971122496506,0,0
São Manuel,2016,15,404,1,200,12,3550100,40532,1,1990,37.00779630908911,996.7433139248002,2.467186420605941,493.43728412118816,29.606237047271293,1,0
São Miguel Arcanjo,2016,28,445,1,88,12,3550209,32840,0,NA,85.26187576126675,1355.0548112058466,3.0450669914738127,267.9658952496955,36.54080389768575,0,0
São Paulo,2016,83,343,844,30,2,3550308,12038175,1,1986,0.6894732797953178,2.8492690960216143,7.011029495749978,0.2492072095645727,0.016613813970971513,1,0
São Pedro,2016,52,399,3,167,14,3550407,34595,1,1984,150.31073854603267,1153.3458592282122,8.67177337765573,482.7287180228357,40.46827576239341,1,0
São Pedro do Turvo,2016,3,58,2,41,3,3550506,7596,0,NA,39.494470774091624,763.5597682991048,26.32964718272775,539.7577672459189,39.494470774091624,0,0
São Roque,2016,118,965,5,190,30,3550605,87506,1,1988,134.8478961442644,1102.7815235526707,5.713893904417983,217.12796836788334,34.2833634265079,1,0
São Sebastião,2016,87,396,26,488,19,3550704,84294,1,2007,103.21019289629156,469.78432628656844,30.844425463259544,578.926139464256,22.54015706930505,0,1
São Sebastião da Grama,2016,6,71,0,40,0,3550803,12335,0,NA,48.642075395216864,575.5978921767328,0,324.28050263477905,0,0,0
São Simão,2016,17,196,0,91,2,3550902,15165,1,1988,112.10023079459282,1292.449719749423,0,600.0659413122321,13.188262446422685,1,0
São Vicente,2016,1147,7,20,952,61,3551009,357989,1,2004,320.4009061730947,1.955367343689331,5.586763839112375,265.92995874174903,17.039629709292743,0,1
Sarapuí,2016,12,171,2,51,7,3551108,9936,0,NA,120.77294685990337,1721.0144927536232,20.128824476650564,513.2850241545895,70.45088566827697,0,0
Sarutaiá,2016,3,19,0,15,3,3551207,3687,0,NA,81.36696501220504,515.3241117439653,0,406.83482506102524,81.36696501220504,0,0
Sebastianópolis do Sul,2016,1,32,0,10,1,3551306,3373,0,NA,29.64719833975689,948.7103468722205,0,296.471983397569,29.64719833975689,0,0
Serra Azul,2016,4,89,0,56,4,3551405,13516,0,NA,29.59455460195324,658.4788398934596,0,414.32376442734534,29.59455460195324,0,0
Serra Negra,2016,47,298,2,139,12,3551603,28534,1,1999,164.71577766874606,1044.3681222401347,7.009182028457278,487.13815097778087,42.05509217074367,1,0
Serrana,2016,99,485,5,207,17,3551504,43293,1,1996,228.67438153974084,1120.2734853209527,11.5492111888758,478.13734321945805,39.26731804217772,1,0
Sertãozinho,2016,374,373,4,366,36,3551702,121412,1,1969,308.0420386782196,307.21839686357197,3.2945672585905843,301.4529041610385,29.651105327315257,1,0
Sete Barras,2016,6,136,3,78,10,3551801,13098,0,NA,45.80852038479157,1038.3264620552757,22.904260192395785,595.5107650022904,76.34753397465262,0,0
Severínia,2016,10,112,0,38,2,3551900,16962,1,1987,58.955311873599804,660.2994929843179,0,224.0301851196793,11.791062374719962,1,0
Silveiras,2016,14,71,0,28,2,3552007,6193,0,NA,226.06168254480866,1146.4556757629582,0,452.1233650896173,32.29452607782981,0,0
Socorro,2016,44,340,2,123,7,3552106,39896,1,1984,110.28674553839983,852.2157609785442,5.013033888109083,308.3015841187086,17.54561860838179,1,0
Sorocaba,2016,614,12,62,2,184,3552205,652481,1,1987,94.10235700349895,1.8391340130976994,9.50219240100478,0.3065223355162832,28.200054867498057,1,0
Sud Mennucci,2016,1,77,1,32,2,3552304,7723,0,NA,12.948336138806162,997.0218826880746,12.948336138806162,414.3467564417972,25.896672277612325,0,0
Sumaré,2016,1222,5,44,722,67,3552403,269522,1,1967,453.3952701449232,1.8551361298892113,16.325197943025056,267.8816571560021,24.858824140515434,1,0
Suzanápolis,2016,0,28,0,21,0,3552551,3790,0,NA,0,738.7862796833773,0,554.0897097625331,0,0,0
Suzano,2016,1465,4,28,796,83,3552502,288056,1,1969,508.5816646763129,1.3886188796622878,9.720332157636015,276.3351570527953,28.813841752992477,1,0
Tabapuã,2016,8,75,2,39,3,3552601,12178,1,2002,65.6922318935786,615.8646740022992,16.42305797339465,320.2496304811956,24.63458696009197,0,1
Tabatinga,2016,10,108,1,28,6,3552700,16021,1,2016,62.4180762748892,674.1152237688034,6.241807627488921,174.77061356968977,37.450845764933526,0,1
Taboão da Serra,2016,1106,5,19,422,46,3552809,275948,1,1990,400.80015075304044,1.8119355820661862,6.885355211851508,152.92736312638613,16.669807355008913,1,0
Taciba,2016,1,53,0,27,0,3552908,6152,0,NA,16.25487646293888,861.5084525357606,0,438.8816644993498,0,0,0
Taguaí,2016,1,67,0,60,5,3553005,12851,0,NA,7.781495603454983,521.3602054314839,0,466.88973620729905,38.90747801727492,0,0
Taiaçu,2016,5,61,0,40,2,3553104,6230,1,2016,80.25682182985554,979.1332263242375,0,642.0545746388443,32.102728731942214,0,1
Taiúva,2016,4,68,1,22,2,3553203,5604,1,1989,71.3775874375446,1213.4189864382586,17.84439685938615,392.57673090649536,35.6887937187723,1,0
Tambaú,2016,20,305,1,110,6,3553302,23241,0,NA,86.054816918377,1312.3359580052493,4.3027408459188505,473.3014930510735,25.816445075513098,0,0
Tanabi,2016,46,310,0,99,4,3553401,25597,0,NA,179.70855959682774,1211.0794233699262,0,386.7640739149119,15.62683126928937,0,0
Tapiraí,2016,5,108,1,37,4,3553500,8010,0,NA,62.421972534332085,1348.314606741573,12.484394506866417,461.9225967540574,49.93757802746567,0,0
Tapiratiba,2016,21,61,0,58,2,3553609,13069,1,1990,160.68559185859667,466.75338587497134,0,443.79830132374326,15.30338970081873,1,0
Taquaral,2016,1,9,0,5,1,3553658,2821,0,NA,35.44842254519674,319.03580290677064,0,177.2421127259837,35.44842254519674,0,0
Taquaritinga,2016,47,617,4,295,19,3553708,56771,0,NA,82.78874777615331,1086.8224974018424,7.0458508745662405,519.6315019992602,33.46779165418964,0,0
Taquarituba,2016,16,186,0,111,6,3553807,23202,0,NA,68.95957245065081,801.6550297388156,0,478.40703387638996,25.859839668994052,0,0
Taquarivaí,2016,4,27,0,33,5,3553856,5660,0,NA,70.67137809187278,477.0318021201414,0,583.0388692579505,88.33922261484099,0,0
Tarabai,2016,0,45,1,29,1,3553906,7236,0,NA,0,621.8905472636816,13.819789939192924,400.7739082365948,13.819789939192924,0,0
Tarumã,2016,2,91,1,70,2,3553955,14378,0,NA,13.910140492418973,632.9113924050632,6.955070246209487,486.85491723466413,13.910140492418973,0,0
Tatuí,2016,170,1155,2,408,35,3554003,117823,1,1995,144.28422294458636,980.2839852999838,1.6974614464068987,346.2821350670073,29.705575312120722,1,0
Taubaté,2016,805,4,52,1,54,3554102,305174,1,2016,263.78393965409896,1.3107276504551502,17.03945945591695,0.32768191261378754,17.694823281144526,0,1
Tejupá,2016,0,34,2,25,0,3554201,4713,0,NA,0,721.4088690855082,42.4358158285593,530.4476978569913,0,0,0
Teodoro Sampaio,2016,17,274,1,162,7,3554300,22795,0,NA,74.57775828032463,1202.0179864005263,4.386926957666155,710.6821671419171,30.708488703663082,0,0
Terra Roxa,2016,4,79,1,43,3,3554409,9164,0,NA,43.64906154517678,862.0689655172414,10.912265386294195,469.22741161065034,32.736796158882584,0,0
Tietê,2016,70,424,1,107,14,3554508,40613,1,1993,172.35860438775762,1044.0006894344176,2.462265776967966,263.4624381355723,34.471720877551526,1,0
Timburi,2016,0,22,0,7,0,3554607,2695,0,NA,0,816.3265306122449,0,259.7402597402597,0,0,0
Torre de Pedra,2016,0,8,0,5,2,3554656,2385,0,NA,0,335.4297693920335,0,209.64360587002096,83.85744234800838,0,0
Torrinha,2016,3,65,0,52,0,3554706,9890,0,NA,30.33367037411527,657.2295247724975,0,525.783619817998,0,0,0
Trabiju,2016,1,19,0,9,0,3554755,1677,0,NA,59.63029218843172,1132.9755515802028,0,536.6726296958855,0,0,0
Tremembé,2016,91,447,18,183,7,3554805,45414,0,NA,200.37873783414804,984.2779759545515,39.635354736424894,402.9594398203197,15.413749064165236,0,0
Três Fronteiras,2016,7,83,1,21,6,3554904,5743,0,NA,121.8875152359394,1445.2376806547102,17.41250217656277,365.66254570781825,104.47501305937664,0,0
Tuiuti,2016,5,69,0,33,1,3554953,6612,0,NA,75.62008469449486,1043.557168784029,0,499.09255898366604,15.124016938898972,0,0
Tupã,2016,40,787,4,308,14,3555000,65705,0,NA,60.87816756715623,1197.777946883799,6.087816756715624,468.7618902671029,21.307358648504678,0,0
Tupi Paulista,2016,7,131,5,94,4,3555109,15238,0,NA,45.93778711116945,859.6928730804568,32.81270507940675,616.8788554928468,26.2501640635254,0,0
Turiúba,2016,1,21,0,21,2,3555208,2013,0,NA,49.67709885742673,1043.2190760059614,0,1043.2190760059614,99.35419771485346,0,0
Turmalina,2016,0,3,0,1,0,3555307,1854,0,NA,0,161.81229773462783,0,53.937432578209275,0,0,0
Ubarana,2016,3,51,1,52,1,3555356,5996,0,NA,50.03335557038026,850.5670446964642,16.677785190126748,867.244829886591,16.677785190126748,0,0
Ubatuba,2016,126,400,27,425,22,3555406,87364,1,1994,144.22416556018496,457.85449384185705,30.905178334325353,486.4703997069731,25.18199716130214,1,0
Ubirajara,2016,1,36,0,20,2,3555505,4711,0,NA,21.226915729144554,764.168966249204,0,424.5383145828911,42.45383145828911,0,0
Uchoa,2016,4,90,2,67,1,3555604,10008,0,NA,39.96802557953637,899.2805755395683,19.984012789768187,669.4644284572341,9.992006394884093,0,0
União Paulista,2016,0,9,0,14,0,3555703,1773,0,NA,0,507.6142131979695,0,789.6221094190638,0,0,0
Urânia,2016,3,36,2,38,2,3555802,9141,0,NA,32.81916639317361,393.8299967180834,21.87944426211574,415.7094409801991,21.87944426211574,0,0
Uru,2016,0,10,0,3,1,3555901,1218,0,NA,0,821.0180623973728,0,246.30541871921181,82.10180623973727,0,0
Urupês,2016,7,107,0,63,6,3556008,13580,0,NA,51.54639175257732,787.9234167893961,0,463.91752577319585,44.18262150220913,0,0
Valentim Gentil,2016,13,173,1,64,4,3556107,12610,0,NA,103.09278350515464,1371.9270420301348,7.930214115781126,507.5337034099921,31.720856463124505,0,0
Valinhos,2016,269,1081,1,440,28,3556206,122163,1,1983,220.19760483943585,884.8833116410042,0.8185784566521778,360.1745209269582,22.92019678626098,1,0
Valparaíso,2016,2,210,5,84,6,3556305,25316,0,NA,7.900142202559646,829.5149312687629,19.750355506399117,331.8059725075051,23.70042660767894,0,0
Vargem,2016,9,112,0,39,5,3556354,10000,0,NA,90,1120,0,390,50,0,0
Vargem Grande do Sul,2016,31,491,1,223,8,3556404,42061,1,1991,73.70247973181807,1167.352178978151,2.37749934618768,530.1823541998526,19.01999476950144,1,0
Vargem Grande Paulista,2016,91,548,7,150,13,3556453,49542,1,2002,183.6825319930564,1106.1321706834606,14.129425537927416,302.7734043841589,26.240361713293773,0,1
Várzea Paulista,2016,416,1353,13,405,22,3556503,117772,1,1990,353.22487518255616,1148.8299426009578,11.03827734945488,343.884794348402,18.680161668308255,1,0
Vera Cruz,2016,1,92,0,56,6,3556602,10980,0,NA,9.107468123861567,837.8870673952642,0,510.0182149362477,54.6448087431694,0,0
Vinhedo,2016,103,842,1,245,14,3556701,73855,1,1981,139.46246022611874,1140.0717622368154,1.3540044682147452,331.73109471261256,18.956062555006433,1,0
Viradouro,2016,16,261,1,146,6,3556800,18542,0,NA,86.2905835400712,1407.6151439974112,5.39316147125445,787.4015748031496,32.358968827526695,0,0
Vista Alegre do Alto,2016,7,42,0,53,1,3556909,8171,1,2010,85.66882878472647,514.0129727083588,0,648.6354179415005,12.238404112103781,0,1
Vitória Brasil,2016,0,9,0,10,1,3556958,1827,0,NA,0,492.61083743842363,0,547.3453749315818,54.734537493158186,0,0
Votorantim,2016,223,1056,13,207,35,3557006,118858,1,2010,187.61883928721667,888.4551313331875,10.937421124366892,174.1573979033805,29.44690302714163,0,1
Votuporanga,2016,122,69,6,432,35,3557105,92032,0,NA,132.5625869262865,74.9739221140473,6.519471488178025,469.40194714881784,38.03025034770514,0,0
Zacarias,2016,3,36,1,18,1,3557154,2605,0,NA,115.16314779270634,1381.957773512476,38.38771593090211,690.978886756238,38.38771593090211,0,0
Adamantina,2017,11,212,1,166,3,3500105,35139,0,NA,31.30424884031987,603.3182503770739,2.845840803665443,472.40957340846353,8.537522410996328,0,0
Adolfo,2017,2,40,1,18,1,3500204,3609,1,1994,55.41701302299806,1108.3402604599612,27.70850651149903,498.75311720698255,27.70850651149903,1,0
Aguaí,2017,22,439,1,149,5,3500303,35508,1,1992,61.95786864931846,1236.341106229582,2.816266756787203,419.6237467612932,14.081333783936014,1,0
Águas da Prata,2017,6,45,0,31,2,3500402,8104,0,NA,74.03751233958539,555.2813425468904,0,382.5271470878579,24.679170779861796,0,0
Águas de Lindóia,2017,27,185,1,72,3,3500501,18509,0,NA,145.87497973958614,999.5137500675348,5.402777027392079,388.99994597222974,16.208331082176237,0,0
Águas de Santa Bárbara,2017,3,82,0,26,7,3500550,6009,0,NA,49.92511233150275,1364.619737061075,0,432.6843068730238,116.4919287735064,0,0
Águas de São Pedro,2017,4,22,0,9,0,3500600,3268,1,1978,122.39902080783352,673.1946144430844,0,275.3977968176255,0,1,0
Agudos,2017,45,512,5,200,14,3500709,36880,0,NA,122.0173535791757,1388.286334056399,13.557483731019524,542.2993492407809,37.960954446854664,0,0
Alambari,2017,0,54,0,18,0,3500758,5754,0,NA,0,938.4775808133473,0,312.82586027111574,0,0,0
Alfredo Marcondes,2017,0,22,1,14,1,3500808,4135,0,NA,0,532.043530834341,24.183796856106408,338.57315598548973,24.183796856106408,0,0
Altair,2017,1,21,1,23,0,3500907,4109,0,NA,24.33682161109759,511.07325383304936,24.33682161109759,559.7468970552446,0,0,0
Altinópolis,2017,14,143,2,67,7,3501004,16219,0,NA,86.31851532153647,881.6819779271226,12.331216474505208,413.09575189592454,43.15925766076823,0,0
Alto Alegre,2017,1,20,0,13,1,3501103,4154,0,NA,24.073182474723158,481.4636494944632,0,312.95137217140103,24.073182474723158,0,0
Alumínio,2017,16,164,2,41,11,3501152,18324,0,NA,87.31717965509714,895.0010914647456,10.914647456887142,223.7502728661864,60.03056101287928,0,0
Álvares Florence,2017,3,45,0,21,2,3501202,3795,0,NA,79.05138339920948,1185.7707509881423,0,553.3596837944664,52.700922266139656,0,0
Álvares Machado,2017,12,255,1,100,4,3501301,24813,0,NA,48.36174585902551,1027.687099504292,4.030145488252126,403.0145488252126,16.120581953008504,0,0
Álvaro de Carvalho,2017,0,46,0,29,1,3501400,5119,0,NA,0,898.6130103535846,0,566.5168978316077,19.535065442469232,0,0
Alvinlândia,2017,0,24,0,13,0,3501509,3196,0,NA,0,750.938673341677,0,406.7584480600751,0,0,0
Americana,2017,123,736,16,797,32,3501608,233868,1,1968,52.59377084509211,314.70744180477874,6.841466126190843,340.79053141088133,13.682932252381686,1,0
Américo Brasiliense,2017,19,293,4,115,10,3501707,39189,0,NA,48.48299267651637,747.6587818010156,10.206945826635026,293.44969251575696,25.51736456658756,0,0
Américo de Campos,2017,6,112,0,34,3,3501806,5967,0,NA,100.5530417295123,1876.99011228423,0,569.8005698005699,50.27652086475615,0,0
Amparo,2017,87,668,1,222,24,3501905,71193,1,1969,122.20302557835743,938.294495245319,1.4046324779121542,311.82841009649826,33.711179469891704,1,0
Analândia,2017,5,60,1,36,0,3502002,4845,0,NA,103.19917440660474,1238.390092879257,20.639834881320947,743.0340557275541,0,0,0
Andradina,2017,35,823,9,285,20,3502101,57350,0,NA,61.02877070619006,1435.0479511769834,15.693112467306014,496.94856146469044,34.873583260680036,0,0
Angatuba,2017,24,268,3,120,4,3502200,24634,1,2005,97.42632134448324,1087.9272550133962,12.178290168060405,487.13160672241617,16.237720224080537,0,1
Anhembi,2017,2,26,4,19,2,3502309,6484,0,NA,30.845157310302284,400.9870450339297,61.69031462060457,293.0289944478717,30.845157310302284,0,0
Anhumas,2017,0,32,0,21,2,3502408,4053,0,NA,0,789.5386133728102,0,518.1347150259068,49.34616333580064,0,0
Aparecida,2017,62,1060,2,200,13,3502507,36279,1,2001,170.8977645469831,2921.800490641969,5.51283111441881,551.2831114418809,35.83340224372226,0,1
Aparecida d'Oeste,2017,2,33,0,21,3,3502606,4329,0,NA,46.200046200046195,762.3007623007624,0,485.10048510048506,69.3000693000693,0,0
Apiaí,2017,11,262,4,139,12,3502705,24945,1,2007,44.097013429545,1050.310683503708,16.035277610743638,557.2258969733414,48.10583283223091,0,1
Araçariguama,2017,49,299,2,71,7,3502754,21038,1,2004,232.9118737522578,1421.2377602433692,9.50660709192889,337.4845517634756,33.27312482175112,0,1
Araçatuba,2017,222,398,19,841,58,3502804,194874,1,1989,113.91976353951786,204.23453103030675,9.749889672301077,431.5609060213266,29.762821104919073,1,0
Araçoiaba da Serra,2017,33,478,2,118,14,3502903,32495,1,1995,101.55408524388366,1470.9955377750423,6.154793045083859,363.13278965994766,43.083551315587016,1,0
Aramina,2017,1,87,0,23,1,3503000,5552,0,NA,18.011527377521613,1567.0028818443805,0,414.2651296829971,18.011527377521613,0,0
Arandu,2017,1,40,0,26,1,3503109,6368,0,NA,15.703517587939698,628.140703517588,0,408.2914572864322,15.703517587939698,0,0
Arapeí,2017,0,23,0,16,1,3503158,2509,0,NA,0,916.6998804304504,0,637.7042646472698,39.856516540454365,0,0
Araraquara,2017,372,766,11,826,66,3503208,230770,1,2001,161.19946266845778,331.93222689257703,4.7666507778307405,357.93214022619924,28.599904666984443,0,1
Araras,2017,381,269,9,664,19,3503307,131282,1,1967,290.2149571152176,204.9024237900093,6.855471427918526,505.78144757087796,14.472661903383555,1,0
Arco-Íris,2017,0,6,0,4,0,3503356,1856,0,NA,0,323.2758620689655,0,215.51724137931035,0,0,0
Arealva,2017,12,136,1,40,0,3503406,8452,0,NA,141.9782300047326,1609.086606720303,11.83151916706105,473.260766682442,0,0,0
Areias,2017,0,16,0,26,1,3503505,3879,1,1996,0,412.47744263985567,0,670.2758442897654,25.77984016499098,1,0
Areiópolis,2017,0,52,1,42,6,3503604,11107,1,1991,0,468.1732240929144,9.003331232556047,378.1399117673539,54.01998739533627,1,0
Ariranha,2017,6,47,1,41,4,3503703,9451,0,NA,63.48534546608824,497.3018728176913,10.580890911014707,433.816527351603,42.32356364405883,0,0
Artur Nogueira,2017,164,614,2,199,8,3503802,51986,1,1980,315.46954949409457,1181.0872157888662,3.8471896279767632,382.7953679836879,15.388758511907053,1,0
Arujá,2017,367,1003,11,370,26,3503901,86430,1,1995,424.6210806432952,1160.4766863357631,12.727062362605576,428.09209765127855,30.08214740252227,1,0
Aspásia,2017,0,4,0,4,0,3503950,1842,0,NA,0,217.15526601520088,0,217.15526601520088,0,0,0
Assis,2017,180,175,10,460,26,3504008,102924,0,NA,174.88632388947184,170.02837044809763,9.715906882748437,446.9317166064281,25.26135789514593,0,0
Atibaia,2017,365,630,10,567,43,3504107,139683,1,1991,261.3059570599142,451.02124095272865,7.159067316709979,405.91911685745583,30.78398946185291,1,0
Auriflama,2017,11,90,1,75,6,3504206,15085,0,NA,72.92011932383163,596.619158104077,6.6291017567119654,497.18263175339746,39.774610540271794,0,0
Avaí,2017,1,40,0,30,2,3504305,5337,0,NA,18.737118231216037,749.4847292486415,0,562.1135469364812,37.474236462432074,0,0
Avanhandava,2017,5,79,2,59,4,3504404,13112,0,NA,38.13300793166565,602.5015253203172,15.25320317266626,449.96949359365465,30.50640634533252,0,0
Avaré,2017,53,923,5,463,37,3504503,89479,1,2010,59.23177505336447,1031.5269504576493,5.587903306921177,517.439846220901,41.35048447121671,0,1
Bady Bassitt,2017,33,128,1,57,7,3504602,16843,0,NA,195.9270913732708,759.959627144808,5.9371845870688125,338.41952146292226,41.560292109481686,0,0
Balbinos,2017,1,10,1,34,2,3504701,5188,0,NA,19.275250578257516,192.75250578257518,19.275250578257516,655.3585196607555,38.55050115651503,0,0
Bálsamo,2017,6,100,1,39,2,3504800,8908,0,NA,67.3551863493489,1122.586439155815,11.225864391558149,437.80871127076784,22.451728783116298,0,0
Bananal,2017,3,47,0,47,1,3504909,10867,0,NA,27.606515137572465,432.5020704886353,0,432.5020704886353,9.202171712524155,0,0
Barão de Antonina,2017,1,13,0,6,3,3505005,3406,0,NA,29.35995302407516,381.6793893129771,0,176.15971814445098,88.07985907222549,0,0
Barbosa,2017,2,71,1,56,3,3505104,7251,0,NA,27.582402427251417,979.1752861674252,13.791201213625708,772.3072679630395,41.37360364087712,0,0
Bariri,2017,24,551,0,147,10,3505203,34602,0,NA,69.36015259233571,1592.393503265707,0,424.8309346280562,28.900063580139875,0,0
Barra Bonita,2017,48,407,0,120,6,3505302,36331,1,2014,132.11857642233903,1120.2554292477498,0,330.29644105584765,16.51482205279238,0,1
Barra do Chapéu,2017,0,21,0,17,3,3505351,5653,0,NA,0,371.48416769856715,0,300.7252786131258,53.069166814081015,0,0
Barra do Turvo,2017,8,118,0,29,8,3505401,7781,0,NA,102.81454825857858,1516.5145868140341,0,372.7027374373474,102.81454825857858,0,0
Barretos,2017,286,216,9,603,40,3505500,120638,0,NA,237.0728957708185,179.04806114159717,7.460335880899882,499.8425040202921,33.157048359555034,0,0
Barrinha,2017,24,259,1,101,13,3505609,31921,0,NA,75.18561448576173,811.3780896588452,3.132733936906739,316.4061276275806,40.7255411797876,0,0
Barueri,2017,517,3,28,673,97,3505708,267534,1,1994,193.24646586975862,1.1213528000179418,10.465959466834123,251.55681147069154,36.25707386724678,1,0
Bastos,2017,4,167,1,80,6,3505807,21073,0,NA,18.981635267878328,792.4832724339201,4.745408816969582,379.6327053575666,28.47245290181749,0,0
Batatais,2017,107,705,4,156,11,3505906,61480,1,1990,174.04033832140533,1146.7143786597267,6.506180871828237,253.74105400130125,17.89199739752765,1,0
Bauru,2017,774,6,26,2,152,3506003,371690,0,NA,208.2380478355619,1.6142484328338131,6.995076542279857,0.5380828109446044,40.894293631789935,0,0
Bebedouro,2017,179,1118,4,335,28,3506102,77761,1,1986,230.1925129563663,1437.738712207919,5.143966769974666,430.80721698537826,36.00776738982266,1,0
Bento de Abreu,2017,0,25,0,10,0,3506201,2925,0,NA,0,854.7008547008547,0,341.88034188034186,0,0,0
Bernardino de Campos,2017,3,107,1,63,12,3506300,11180,0,NA,26.833631484794275,957.0661896243291,8.944543828264758,563.5062611806798,107.3345259391771,0,0
Bertioga,2017,139,404,8,271,9,3506359,59297,1,1994,234.4132080880989,681.3160868172083,13.491407659746699,457.02143447391944,15.177833617215038,1,0
Bilac,2017,2,46,0,33,3,3506409,7837,0,NA,25.519969376036748,586.9592956488452,0,421.07949470460636,38.279954064055126,0,0
Birigui,2017,147,223,10,396,31,3506508,120692,1,1995,121.79763364597487,184.76783879627482,8.285553309249991,328.10791104629965,25.685215258674972,1,0
Biritiba-Mirim,2017,20,307,0,136,18,3506607,31793,0,NA,62.906929198251184,965.6213631931557,0,427.76711854810804,56.616236278426065,0,0
Boa Esperança do Sul,2017,3,131,1,43,10,3506706,14727,0,NA,20.370747606437156,889.5226454810892,6.790249202145719,291.9807156922659,67.90249202145718,0,0
Bocaina,2017,7,121,1,56,7,3506805,12040,0,NA,58.13953488372093,1004.9833887043189,8.305647840531561,465.1162790697674,58.13953488372093,0,0
Bofete,2017,1,63,0,38,1,3506904,11236,0,NA,8.8999644001424,560.6977572089711,0,338.1986472054112,8.8999644001424,0,0
Boituva,2017,170,618,6,165,16,3507001,57910,1,1994,293.55897081678467,1067.1731997927818,10.360904852357105,284.9248834398204,27.629079606285615,1,0
Bom Jesus dos Perdões,2017,44,207,1,90,7,3507100,24023,0,NA,183.15780710152768,861.6742288640053,4.162677434125629,374.64096907130664,29.138742038879407,0,0
Bom Sucesso de Itararé,2017,2,21,1,13,3,3507159,3888,0,NA,51.440329218107,540.1234567901234,25.7201646090535,334.36213991769546,77.1604938271605,0,0
Borá,2017,0,2,0,3,0,3507209,839,0,NA,0,238.37902264600714,0,357.56853396901073,0,0,0
Boracéia,2017,3,63,1,26,3,3507308,4717,0,NA,63.599745601017595,1335.5946576213696,21.1999152003392,551.1977952088191,63.599745601017595,0,0
Borborema,2017,13,148,0,60,5,3507407,15791,1,1985,82.32537521372934,937.242733202457,0,379.9632702172123,31.66360585143436,1,0
Borebi,2017,0,24,0,17,1,3507456,2577,0,NA,0,931.3154831199068,0,659.6818005432673,38.80481179666278,0,0
Botucatu,2017,35,61,5,473,47,3507506,142546,1,2004,24.55347747393824,42.793203597435216,3.507639639134034,331.8227098620796,32.97181260785992,0,1
Bragança Paulista,2017,159,325,11,705,30,3507605,164163,1,1954,96.8549551360538,197.9739649007389,6.70065727356347,429.4512161692952,18.274519836991285,1,0
Braúna,2017,2,26,0,16,2,3507704,5557,0,NA,35.99064243296743,467.8783516285766,0,287.9251394637394,35.99064243296743,0,0
Brejo Alegre,2017,1,37,1,15,1,3507753,2812,0,NA,35.56187766714083,1315.7894736842104,35.56187766714083,533.4281650071124,35.56187766714083,0,0
Brodowski,2017,24,204,2,78,12,3507803,24092,0,NA,99.61813049975095,846.7541092478831,8.301510874979247,323.7589241241906,49.809065249875474,0,0
Brotas,2017,20,280,0,98,6,3507902,23858,1,2001,83.82932349735938,1173.6105289630314,0,410.7636851370609,25.148797049207815,0,1
Buri,2017,6,207,3,79,9,3508009,19737,1,1999,30.399756801945582,1048.7916096671227,15.199878400972791,400.26346455895015,45.59963520291838,1,0
Buritama,2017,14,220,2,89,8,3508108,16841,0,NA,83.13045543613799,1306.3357282821685,11.875779348019714,528.4721809868773,47.503117392078856,0,0
Buritizal,2017,2,67,0,17,1,3508207,4408,0,NA,45.37205081669691,1519.9637023593466,0,385.6624319419238,22.686025408348456,0,0
Cabrália Paulista,2017,3,69,0,31,5,3508306,4352,0,NA,68.93382352941177,1585.4779411764705,0,712.3161764705882,114.88970588235294,0,0
Cabreúva,2017,27,334,1,131,8,3508405,47877,1,1995,56.394510934269064,697.6209871128099,2.0886855901581134,273.6178123107129,16.709484721264907,1,0
Caçapava,2017,287,1266,12,268,20,3508504,92587,1,2011,309.978722714852,1367.3625887003575,12.960782831283009,289.4574832319872,21.601304718805014,0,1
Cachoeira Paulista,2017,44,328,1,123,7,3508603,32773,0,NA,134.25685777926952,1000.8238489000091,3.0512922222561256,375.3089433375034,21.35904555579288,0,0
Caconde,2017,13,109,1,79,2,3508702,19025,0,NA,68.3311432325887,572.9303547963206,5.256241787122208,415.2431011826544,10.512483574244415,0,0
Cafelândia,2017,6,228,0,33,7,3508801,17645,0,NA,34.00396712949844,1292.1507509209407,0,187.0218192122414,39.67129498441485,0,0
Caiabu,2017,0,22,0,25,0,3508900,4211,0,NA,0,522.4412253621468,0,593.6832106388032,0,0,0
Caieiras,2017,148,603,5,286,27,3509007,98223,1,1992,150.67753988373397,613.9091658776458,5.090457428504525,291.17416491045884,27.488470113924436,1,0
Caiuá,2017,2,46,4,21,1,3509106,5695,0,NA,35.11852502194908,807.7260755048288,70.23705004389817,368.7445127304653,17.55926251097454,0,0
Cajamar,2017,92,656,7,340,18,3509205,73921,1,2018,124.45719078475669,887.4338821173956,9.469568864057575,459.9504876827965,24.35031993614805,0,0
Cajati,2017,26,434,6,137,16,3509254,28870,0,NA,90.05888465535158,1503.2906130931763,20.782819535850365,474.5410460685833,55.42085209560097,0,0
Cajobi,2017,2,94,1,63,6,3509304,10444,1,1987,19.149751053236308,900.0382995021065,9.574875526618154,603.2171581769437,57.44925315970893,1,0
