mun,ano,rf_veiculo,rf,homicidio_doloso,lcd,estupro,id_municipio,pop,gm,gm_ano,tx_rf_veiculo,tx_rf,tx_homicidio_doloso,tx_lcd,tx_estupro,pre_treated,treat
Santa Cruz do Rio Pardo,2011,24,460,1,276,8,3546405,44151,0,NA,54.358904668070934,1041.8790061380262,2.2649543611696226,625.1274036828158,18.11963488935698,0,0
Santa Ernestina,2011,2,20,0,26,1,3546504,5555,0,NA,36.003600360036,360.03600360036,0,468.04680468046803,18.001800180018,0,0
Santa Fé do Sul,2011,44,614,3,235,7,3546603,29448,1,2002,149.41591958706874,2085.031241510459,10.187449062754686,798.0168432491171,23.770714479760933,0,1
Santa Gertrudes,2011,73,246,2,152,3,3546702,22074,1,1989,330.70580773760986,1114.4332699103018,9.06043308870164,688.5929147413246,13.59064963305246,1,0
Santa Isabel,2011,153,789,10,232,16,3546801,50968,0,NA,300.18835347669125,1548.0301365562705,19.620153822005964,455.1875686705384,31.39224611520954,0,0
Santa Lúcia,2011,4,41,1,49,3,3546900,8278,0,NA,48.32085044696787,495.2887170814206,12.080212611741967,591.9304179753564,36.2406378352259,0,0
Santa Maria da Serra,2011,5,76,0,41,1,3547007,5470,0,NA,91.40767824497257,1389.3967093235833,0,749.5429616087752,18.281535648994517,0,0
Santa Mercedes,2011,0,10,0,11,0,3547106,2833,0,NA,0,352.98270384751146,0,388.2809742322626,0,0,0
Santa Rita d'Oeste,2011,1,8,0,7,0,3547403,2531,0,NA,39.51007506914263,316.08060055314104,0,276.5705254839984,0,0,0
Santa Rita do Passa Quatro,2011,46,546,5,147,9,3547502,26504,0,NA,173.55870811952911,2060.066405070933,18.865076969514035,554.6332629037126,33.95713854512527,0,0
Santa Rosa de Viterbo,2011,8,187,4,87,1,3547601,24048,0,NA,33.266799733865604,777.6114437791084,16.633399866932802,361.77644710578846,4.1583499667332005,0,0
Santa Salete,2011,0,5,0,8,1,3547650,1452,0,NA,0,344.3526170798898,0,550.9641873278237,68.87052341597796,0,0
Santana da Ponte Pensa,2011,1,6,0,11,0,3547205,1622,0,NA,61.652281134401974,369.9136868064118,0,678.1750924784217,0,0,0
Santana de Parnaíba,2011,30,730,8,560,34,3547304,111422,1,1995,26.924664787923387,655.1668431728025,7.179910610112905,502.5937427079033,30.514620092979843,1,0
Santo Anastácio,2011,4,112,1,107,4,3547700,20454,0,NA,19.55607705094358,547.5701574264202,4.889019262735895,523.1250611127408,19.55607705094358,0,0
Santo André,2011,6,16,66,2,95,3547809,678485,1,1985,0.8843231611605268,2.3581950964280716,9.727554772765794,0.29477438705350895,14.001783385041673,1,0
Santo Antônio da Alegria,2011,2,85,0,58,4,3547908,6345,1,2009,31.520882584712375,1339.6375098502758,0,914.1055949566587,63.04176516942475,0,1
Santo Antônio de Posse,2011,34,199,5,42,1,3548005,20844,1,2000,163.1164843600077,954.7111878718097,23.987718288236422,201.49683362118594,4.797543657647284,1,0
Santo Antônio do Aracanguá,2011,0,76,1,24,4,3548054,7679,1,1996,0,989.7122021096498,13.02252897512697,312.54069540304727,52.09011590050788,1,0
Santo Antônio do Jardim,2011,5,38,0,31,0,3548104,5927,0,NA,84.35970980259827,641.133794499747,0,523.0302007761093,0,0,0
Santo Antônio do Pinhal,2011,6,57,0,33,0,3548203,6498,1,1990,92.33610341643582,877.1929824561403,0,507.84856879039705,0,1,0
Santo Expedito,2011,0,8,0,17,0,3548302,2824,0,NA,0,283.28611898017,0,601.9830028328612,0,0,0
Santópolis do Aguapeí,2011,0,61,0,32,4,3548401,4312,0,NA,0,1414.656771799629,0,742.1150278293136,92.7643784786642,0,0
Santos,2011,350,13,26,2,72,3548500,419509,1,1988,83.43086799091319,3.0988608110910616,6.197721622182123,0.47674781709093256,17.16292141527357,1,0
São Bento do Sapucaí,2011,3,104,0,69,0,3548609,10477,0,NA,28.634150997422925,992.6505679106615,0,658.5854729407273,0,0,0
São Bernardo do Campo,2011,6,13,86,2,134,3548708,770253,1,1999,0.7789648336325857,1.6877571395372688,11.165162615400394,0.25965494454419524,17.39688128446108,1,0
São Caetano do Sul,2011,1665,3,3,242,17,3548807,149962,1,1953,1110.2812712553848,2.000506795054747,2.000506795054747,161.37421480108293,11.336205171976902,1,0
São Carlos,2011,470,730,16,1,64,3548906,224172,1,2001,209.66043930553323,325.64280998518996,7.137376657209643,0.4460860410756027,28.54950662883857,0,1
São Francisco,2011,0,16,0,6,1,3549003,2788,0,NA,0,573.8880918220947,0,215.2080344332855,35.86800573888092,0,0
São João da Boa Vista,2011,111,1016,1,552,14,3549102,84119,0,NA,131.95591959010451,1207.812741473389,1.1887920683793198,656.2132217453845,16.643088957310475,0,0
São João das Duas Pontes,2011,1,7,0,18,2,3549201,2559,0,NA,39.07776475185619,273.54435326299335,0,703.3997655334115,78.15552950371239,0,0
São João de Iracema,2011,1,11,0,15,1,3549250,1788,0,NA,55.92841163310962,615.2125279642058,0,838.9261744966443,55.92841163310962,0,0
São João do Pau d'Alho,2011,0,20,0,10,0,3549300,2097,0,NA,0,953.7434430138292,0,476.8717215069146,0,0,0
São Joaquim da Barra,2011,49,552,3,395,22,3549409,46890,0,NA,104.49989336745575,1177.2232885476647,6.397952655150352,842.3970995947964,46.91831947110258,0,0
São José da Bela Vista,2011,10,101,1,32,4,3549508,8431,0,NA,118.60989206499822,1197.959909856482,11.860989206499822,379.5516546079943,47.44395682599929,0,0
São José do Barreiro,2011,0,31,0,22,1,3549607,4072,0,NA,0,761.2966601178782,0,540.2750491159136,24.55795677799607,0,0
São José do Rio Pardo,2011,35,663,1,264,11,3549706,52040,1,1983,67.25595695618755,1274.0199846272099,1.9215987701767872,507.3020753266718,21.13758647194466,1,0
São José do Rio Preto,2011,247,11,30,2,140,3549805,412075,1,2004,59.94054480373719,2.669416975065219,7.280228113814233,0.4853485409209488,33.97439786446642,0,1
São José dos Campos,2011,3,9,62,2,119,3549904,636876,1,1988,0.47104930944171236,1.4131479283251371,9.735019061795388,0.3140328729611416,18.684955941187923,1,0
São Lourenço da Serra,2011,4,129,1,51,2,3549953,14109,0,NA,28.3506981359416,914.3100148841164,7.0876745339854,361.47140123325534,14.1753490679708,0,0
São Luís do Paraitinga,2011,8,140,0,73,1,3550001,10395,0,NA,76.96007696007696,1346.8013468013467,0,702.2607022607023,9.62000962000962,0,0
São Manuel,2011,27,280,1,282,21,3550100,38480,1,1990,70.16632016632018,727.6507276507277,2.598752598752599,732.8482328482329,54.57380457380458,1,0
São Miguel Arcanjo,2011,13,390,1,124,9,3550209,31500,0,NA,41.269841269841265,1238.095238095238,3.1746031746031744,393.6507936507937,28.571428571428573,0,0
São Paulo,2011,84,308,1,41,2,3550308,11316149,1,1986,0.7423019969072517,2.721773988659923,0.00883692853461014,0.3623140699190157,0.01767385706922028,1,0
São Pedro,2011,68,627,5,247,10,3550407,31951,1,1984,212.8258896435166,1962.3798942130136,15.64896247378799,773.0587462051266,31.29792494757598,1,0
São Pedro do Turvo,2011,1,28,1,36,3,3550506,7222,0,NA,13.846579894765993,387.7042370534478,13.846579894765993,498.47687621157576,41.53973968429798,0,0
São Roque,2011,231,800,7,242,36,3550605,79756,1,1988,289.63338181453435,1003.0593309594262,8.77676914589498,303.42544761522646,45.137669893174184,1,0
São Sebastião,2011,42,259,15,592,15,3550704,75163,1,2007,55.87855726886899,344.58443649135876,19.95662759602464,787.6215691231057,19.95662759602464,0,1
São Sebastião da Grama,2011,4,98,0,84,4,3550803,12072,0,NA,33.13452617627568,811.7958913187541,0,695.8250497017893,33.13452617627568,0,0
São Simão,2011,4,144,1,90,5,3550902,14398,1,1988,27.78163633838033,1000.1389081816919,6.945409084595083,625.0868176135575,34.727045422975415,1,0
São Vicente,2011,1155,7,41,2,100,3551009,334663,1,2004,345.12330314375953,2.0916563826894516,12.251130241466788,0.5976161093398434,29.88080546699217,0,1
Sarapuí,2011,4,93,2,40,2,3551108,9121,0,NA,43.85484047801776,1019.625041113913,21.92742023900888,438.5484047801776,21.92742023900888,0,0
Sarutaiá,2011,0,21,0,27,2,3551207,3613,0,NA,0,581.2344312205923,0,747.301411569333,55.35566011624688,0,0
Sebastianópolis do Sul,2011,1,22,0,15,0,3551306,3068,0,NA,32.59452411994785,717.0795306388526,0,488.91786179921775,0,0,0
Serra Azul,2011,1,55,2,0,0,3551405,11548,0,NA,8.659508139937651,476.27294769657084,17.319016279875303,0,0,0,0
Serra Negra,2011,33,269,2,145,6,3551603,26582,1,1999,124.14415770069971,1011.9629824693402,7.523888345496952,545.4819050485291,22.57166503649086,1,0
Serrana,2011,57,533,2,249,12,3551504,39360,1,1996,144.8170731707317,1354.1666666666667,5.08130081300813,632.6219512195122,30.48780487804878,1,0
Sertãozinho,2011,387,361,10,603,32,3551702,111257,1,1969,347.8432817710346,324.47396568305817,8.988198495375572,541.988369271147,28.76223518520183,1,0
Sete Barras,2011,4,138,1,78,4,3551801,12951,0,NA,30.8856458960698,1065.5547834144081,7.72141147401745,602.2700949733611,30.8856458960698,0,0
Severínia,2011,6,70,1,127,1,3551900,15647,1,1987,38.34600881958203,447.37010289512364,6.391001469930338,811.657186681153,6.391001469930338,1,0
Silveiras,2011,8,43,0,24,2,3552007,5824,0,NA,137.36263736263737,738.3241758241758,0,412.0879120879121,34.34065934065934,0,0
Socorro,2011,53,372,3,129,6,3552106,36992,1,1984,143.2742214532872,1005.6228373702422,8.109861591695502,348.72404844290656,16.219723183391004,1,0
Sorocaba,2011,426,9,51,3,179,3552205,593775,1,1987,71.74434760641657,1.515725653656688,8.589112037387899,0.5052418845522294,30.14609911161635,1,0
Sud Mennucci,2011,2,68,1,48,5,3552304,7440,0,NA,26.881720430107528,913.9784946236559,13.440860215053764,645.1612903225806,67.20430107526882,0,0
Sumaré,2011,1704,3,38,1,61,3552403,244733,1,1967,696.2689951906772,1.2258256957582345,15.527125479604303,0.4086085652527448,24.925122480417432,1,0
Suzanápolis,2011,1,33,0,12,2,3552551,3429,0,NA,29.163021289005545,962.3797025371828,0,349.9562554680665,58.32604257801109,0,0
Suzano,2011,937,3,26,964,69,3552502,265074,1,1969,353.4861963074462,1.1317594332148757,9.808581754528925,363.6720312063801,26.030466963942143,1,0
Tabapuã,2011,6,140,0,116,3,3552601,11430,1,2002,52.493438320209975,1224.8468941382328,0,1014.8731408573927,26.246719160104988,0,1
Tabatinga,2011,11,101,1,21,2,3552700,14816,1,2016,74.24406047516199,681.695464362851,6.749460043196545,141.73866090712744,13.49892008639309,0,0
Taboão da Serra,2011,1747,4,24,794,82,3552809,248127,1,1990,704.0749293708463,1.6120776860236894,9.672466116142136,319.99742067570236,33.04759256348564,1,0
Taciba,2011,0,33,1,23,2,3552908,5752,0,NA,0,573.7134909596663,17.385257301808068,399.86091794158557,34.770514603616135,0,0
Taguaí,2011,4,87,1,89,2,3553005,11086,0,NA,36.081544290095614,784.7735883095796,9.020386072523904,802.8143604546274,18.040772145047807,0,0
Taiaçu,2011,2,43,1,17,0,3553104,5915,1,2016,33.8123415046492,726.9653423499577,16.9061707523246,287.4049027895182,0,0,0
Taiúva,2011,3,32,0,19,2,3553203,5442,1,1989,55.12679162072767,588.0191106210953,0,349.1363469312753,36.75119441381845,1,0
Tambaú,2011,25,255,2,124,9,3553302,22417,0,NA,111.52250524155774,1137.529553463889,8.92180041932462,553.1516259981264,40.14810188696079,0,0
Tanabi,2011,27,457,5,141,11,3553401,24168,0,NA,111.71797418073487,1890.9301555776233,20.68851373717312,583.416087388282,45.514730221780866,0,0
Tapiraí,2011,1,111,1,47,2,3553500,7969,0,NA,12.548625925461163,1392.897477726189,12.548625925461163,589.7854184966747,25.097251850922326,0,0
Tapiratiba,2011,7,73,0,115,1,3553609,12721,1,1990,55.02712050939392,573.8542567408223,0,904.0169797971857,7.861017215627702,1,0
Taquaral,2011,0,19,0,23,3,3553658,2726,0,NA,0,696.9919295671314,0,843.7270726338958,110.05135730007336,0,0
Taquaritinga,2011,55,564,3,458,17,3553708,54136,0,NA,101.59598049357173,1041.8205999704448,5.541598936013004,846.017437564652,31.402393970740356,0,0
Taquarituba,2011,19,91,4,163,8,3553807,22315,0,NA,85.1445216222272,407.79744566435136,17.925162446784675,730.4503697064754,35.85032489356935,0,0
Taquarivaí,2011,2,25,1,35,3,3553856,5203,0,NA,38.439361906592346,480.49202383240436,19.219680953296173,672.6888333653661,57.65904285988853,0,0
Tarabai,2011,2,39,0,47,1,3553906,6670,0,NA,29.98500749625187,584.7076461769116,0,704.6476761619191,14.992503748125936,0,0
Tarumã,2011,8,141,0,115,4,3553955,13049,0,NA,61.30737987585256,1080.5425703119013,0,881.2935857153806,30.65368993792628,0,0
Tatuí,2011,159,977,5,478,47,3554003,108393,1,1995,146.6884392903601,901.3497181552314,4.612844002841512,440.9878866716486,43.360733626710214,1,0
Taubaté,2011,1338,5,58,1,31,3554102,281336,1,2016,475.5879091193449,1.7772343390110046,20.615918332527652,0.3554468678022009,11.018852901868229,0,0
Tejupá,2011,1,13,0,22,3,3554201,4769,0,NA,20.968756552736423,272.5938351855735,0,461.31264416020133,62.90626965820927,0,0
Teodoro Sampaio,2011,11,223,4,200,12,3554300,21492,0,NA,51.181835101433094,1037.5953843290526,18.611576400521123,930.5788200260562,55.83472920156337,0,0
Terra Roxa,2011,6,62,0,35,1,3554409,8563,0,NA,70.06890108606797,724.0453112227023,0,408.7352563353965,11.678150181011329,0,0
Tietê,2011,41,414,3,180,12,3554508,37228,1,1993,110.13215859030838,1112.0661867411625,8.05845062855915,483.507037713549,32.2338025142366,1,0
Timburi,2011,0,23,0,10,1,3554607,2639,0,NA,0,871.5422508525957,0,378.931413414172,37.893141341417206,0,0
Torre de Pedra,2011,0,7,0,6,1,3554656,2262,0,NA,0,309.4606542882405,0,265.2519893899204,44.208664898320066,0,0
Torrinha,2011,9,86,2,58,0,3554706,9368,0,NA,96.07173356105892,918.0187873612297,21.34927412467976,619.128949615713,0,0,0
Trabiju,2011,0,10,0,11,1,3554755,1557,0,NA,0,642.2607578676942,0,706.4868336544637,64.22607578676943,0,0
Tremembé,2011,73,322,7,170,7,3554805,41457,0,NA,176.08606507947994,776.7083966519526,16.884965144607666,410.0634392261862,16.884965144607666,0,0
Três Fronteiras,2011,3,60,0,37,1,3554904,5448,0,NA,55.06607929515419,1101.3215859030838,0,679.1483113069016,18.355359765051393,0,0
Tuiuti,2011,3,68,0,38,2,3554953,6005,0,NA,49.95836802664446,1132.3896752706078,0,632.8059950041632,33.30557868442964,0,0
Tupã,2011,47,971,0,387,15,3555000,63487,0,NA,74.03090396459118,1529.4469733961284,0,609.5736134956762,23.62688424401846,0,0
Tupi Paulista,2011,8,104,3,101,5,3555109,14344,0,NA,55.772448410485225,725.0418293363078,20.91466815393196,704.127161182376,34.85778025655326,0,0
Turiúba,2011,2,11,0,16,0,3555208,1933,0,NA,103.46611484738747,569.0636316606311,0,827.7289187790998,0,0,0
Turmalina,2011,3,4,0,4,0,3555307,1948,0,NA,154.0041067761807,205.3388090349076,0,205.3388090349076,0,0,0
Ubarana,2011,2,47,0,34,4,3555356,5371,0,NA,37.237013591509964,875.0698194004841,0,633.0292310556694,74.47402718301993,0,0
Ubatuba,2011,96,240,21,775,37,3555406,79717,1,1994,120.42600699976165,301.0650174994042,26.34318903119786,972.1891190084925,46.41419019782481,1,0
Ubirajara,2011,1,29,0,20,4,3555505,4448,0,NA,22.48201438848921,651.9784172661871,0,449.64028776978415,89.92805755395683,0,0
Uchoa,2011,3,54,0,58,1,3555604,9504,0,NA,31.565656565656568,568.1818181818182,0,610.2693602693603,10.52188552188552,0,0
União Paulista,2011,0,16,0,22,2,3555703,1618,0,NA,0,988.8751545117428,0,1359.7033374536463,123.60939431396785,0,0
Urânia,2011,3,30,0,65,0,3555802,8837,0,NA,33.94817245671608,339.4817245671608,0,735.5437365621817,0,0,0
Uru,2011,2,17,0,4,2,3555901,1239,0,NA,161.42050040355124,1372.0742534301855,0,322.8410008071025,161.42050040355124,0,0
Urupês,2011,8,79,1,91,6,3556008,12782,0,NA,62.588014395243306,618.0566421530277,7.823501799405413,711.9386637458927,46.94101079643249,0,0
Valentim Gentil,2011,4,225,0,105,3,3556107,11223,0,NA,35.64109418159138,2004.8115477145147,0,935.5787222667735,26.73082063619353,0,0
Valinhos,2011,553,244,2,468,22,3556206,108621,1,1983,509.10965651209244,224.63427882269542,1.841264580513897,430.85591184025185,20.253910385652866,1,0
Valparaíso,2011,10,266,7,111,5,3556305,22883,0,NA,43.70056373727221,1162.434995411441,30.59039461609055,485.0762574837216,21.850281868636106,0,0
Vargem,2011,5,92,2,47,0,3556354,8941,0,NA,55.92215635834918,1028.967676993625,22.36886254333967,525.6682697684822,0,0,0
Vargem Grande do Sul,2011,23,556,1,212,6,3556404,39494,1,1991,58.23669418139465,1407.8087810806705,2.532030181799767,536.7903985415506,15.192181090798604,1,0
Vargem Grande Paulista,2011,57,504,6,161,17,3556453,43789,1,2002,130.16967731622097,1150.9739889013222,13.702071296444311,367.672246454589,38.82253533992555,0,1
Várzea Paulista,2011,273,941,7,405,22,3556503,108186,1,1990,252.34318673395816,869.7983103174163,6.470338121383543,374.355277022905,20.335348381491137,1,0
Vera Cruz,2011,4,96,2,77,1,3556602,10745,0,NA,37.22661703117729,893.438808748255,18.613308515588646,716.6123778501628,9.306654257794323,0,0
Vinhedo,2011,203,903,0,237,17,3556701,64869,1,1981,312.9383835113845,1392.0362576885723,0,365.35170882856215,26.206662658588847,1,0
Viradouro,2011,17,123,1,124,3,3556800,17399,0,NA,97.7067647565952,706.9371802977182,5.747456750387953,712.6846370481063,17.24237025116386,0,0
Vista Alegre do Alto,2011,5,37,0,41,1,3556909,7050,1,2010,70.92198581560284,524.822695035461,0,581.5602836879433,14.184397163120567,0,1
Vitória Brasil,2011,0,9,0,5,0,3556958,1742,0,NA,0,516.6475315729048,0,287.0264064293915,0,0,0
Votorantim,2011,94,1257,7,340,38,3557006,109798,1,2010,85.61175977704512,1144.8295961675076,6.375343813184211,309.65955664037597,34.60900927157143,0,1
Votuporanga,2011,85,90,7,587,30,3557105,85387,0,NA,99.54676941454788,105.4024617330507,8.197969245903943,687.4582781922308,35.1341539110169,0,0
Zacarias,2011,2,31,0,20,0,3557154,2365,0,NA,84.56659619450316,1310.7822410147992,0,845.6659619450318,0,0,0
Adamantina,2012,12,251,0,189,7,3500105,33843,0,NA,35.45784948142895,741.6600183198889,0,558.4611293325061,20.683745530833555,0,0
Adolfo,2012,1,39,0,12,2,3500204,3538,1,1994,28.264556246466928,1102.3176936122102,0,339.17467495760314,56.529112492933855,1,0
Aguaí,2012,35,497,6,194,4,3500303,32745,1,1992,106.88654756451366,1517.788975416094,18.323408153916628,592.4568636433044,12.215605435944418,1,0
Águas da Prata,2012,0,62,1,56,5,3500402,7653,0,NA,0,810.139814451849,13.066771200836273,731.7391872468313,65.33385600418137,0,0
Águas de Lindóia,2012,43,275,3,66,8,3500501,17438,0,NA,246.587911457736,1577.0157128111023,17.203807776121117,378.4837710746645,45.876820736322976,0,0
Águas de Santa Bárbara,2012,1,44,0,38,3,3500550,5658,0,NA,17.674089784376104,777.6599505125486,0,671.615411806292,53.022269353128316,0,0
Águas de São Pedro,2012,7,71,0,20,0,3500600,2832,1,1978,247.17514124293788,2507.0621468926556,0,706.2146892655368,0,1,0
Agudos,2012,42,354,4,272,20,3500709,34833,0,NA,120.57531651020585,1016.2776677288778,11.48336347716246,780.8687164470474,57.4168173858123,0,0
Alambari,2012,3,29,0,32,3,3500758,5071,0,NA,59.159929008085186,571.8793137448234,0,631.0392427529088,59.159929008085186,0,0
Alfredo Marcondes,2012,1,19,0,24,0,3500808,3921,0,NA,25.50369803621525,484.5702626880897,0,612.088752869166,0,0,0
Altair,2012,1,15,0,42,1,3500907,3859,0,NA,25.91344908007256,388.70173620108835,0,1088.3648613630473,25.91344908007256,0,0
Altinópolis,2012,14,169,1,105,9,3501004,15627,0,NA,89.58853266781851,1081.4615729186664,6.3991809048441795,671.9139950086388,57.59262814359762,0,0
Alto Alegre,2012,0,13,0,22,5,3501103,4078,0,NA,0,318.78371750858264,0,539.4801373222168,122.60912211868563,0,0
Alumínio,2012,45,128,1,63,4,3501152,17079,0,NA,263.48146847005097,749.4583992037004,5.85514374377891,368.8740558580713,23.42057497511564,0,0
Álvares Florence,2012,0,26,0,24,0,3501202,3834,0,NA,0,678.1429316640584,0,625.9780907668231,0,0,0
Álvares Machado,2012,11,147,8,143,5,3501301,23642,0,NA,46.527366551053206,621.7748075458929,33.83808476440233,604.8557651636918,21.14880297775146,0,0
Álvaro de Carvalho,2012,1,24,0,14,3,3501400,4732,0,NA,21.132713440405748,507.185122569738,0,295.85798816568047,63.39814032121725,0,0
Alvinlândia,2012,0,16,0,41,3,3501509,3025,0,NA,0,528.9256198347108,0,1355.3719008264463,99.17355371900827,0,0
Americana,2012,173,768,13,923,50,3501608,214873,1,1968,80.5126749289115,357.4204297422198,6.050085399282366,429.55606334904803,23.269559228009104,1,0
